Video_ID	Title	Blurb	Category_A	Category_B	Category_C	Language	Length_of_Video	Marked_Price	Rating	Reviews_Num	Selling_Price	Students_Num	Students_of_Tch_1	Name_of_Tch_1_x	Courses_of_Tch_1	Reviews_of_Tch_1	Rating_of_Tch_1	Url	showup	smile_proportion	beginning	middle	end	Intensity	asymmetry	beauty	quality	video_length	Name_of_Tch_1_y	gender	path	preview	male	description_length	log_description_length	category
3995812	Crypto and Bitcoin Fundamentals	Step by Step Guide to get started investing and trading Cryptocurrency including Bitcoin	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	2 hours	19.99	4.745542	75	14.99	884	15243	Zac Hartley	4	625	4.618924232	https://www.udemy.com/course/crypto-and-bitcoin-fundamentals/	1.0	0.0714285714285714	0.1066666666666666	0.0604026845637583	0.046979865771812	0.3074071507879464	0.8065558708680839	2.8378188183035724	0.7647778391838074	89.6	Zac Hartley	male	/home/xyubl/Downloads/video_661-740/3995812.mp4	1	1	13	2.5649493574615367	finance
4003008	Intraday Trading Masterclass With Strategy(Updated 2021)	Learn Day trading, intraday trading using Technical Analysis, Strategy for scalping, swing & positional trading.	Finance & Accounting	Investing & Trading	Day Trading	English	2 hours	84.99	4.548388	82	14.99	1550	1833	Aumkar Bhamangol	2	133	4.252938238	https://www.udemy.com/course/complete-masterclass-on-intraday-trading-updated-2021/	0.0								0.7181182503700256	304.7333333333333	Aumkar Bhamangol	male	/home/xyubl/Downloads/video_661-740/4003008.mp4	1	1	15	2.70805020110221	finance
4008828	QuickBooks Online 2021 Full Course Bookkeeping Accounting	QuickBooks Online + Shopify Store Integration	Finance & Accounting	Accounting & Bookkeeping	QuickBooks Online	English	6.5 hours	84.99	4.647737	343	14.99	4241	4243	Pretesh Mistry, CPA	1	343	4.652019	https://www.udemy.com/course/quickbooks-online-full-course-shopify-integration/	1.0	0.4486803519061583	0.4385964912280701	0.4736842105263157	0.4336283185840708	0.439905447214076	0.4697347201917882	3.293126104692081	0.7655254006385803	99.7	Pretesh Mistry, CPA	male	/home/xyubl/Downloads/video_661-740/4008828.mp4	1	1	6	1.791759469228055	finance
4021104	Qualitative - Financial Statement Analysis, Credit Analysis	Analyze Financials in 15-30 minute, Get Business Insight from Numbers, Master Financial Analysis, Investing, Accounting	Finance & Accounting	Financial Modeling & Analysis	Financial Analysis	English	3.5 hours	19.99	4.5366254	74	14.99	203	4137	Sandesh Banger	4	525	4.613521767	https://www.udemy.com/course/qualitative_fsa/	1.0	0.0629283489096573	0.0523364485981308	0.0504672897196261	0.0859813084112149	0.3349755305943927	0.6890767344750198	2.8508179376323977	0.725297212600708	321.56666666666666	Sandesh Banger	male	/home/xyubl/Downloads/video_661-740/4021104.mp4	1	1	15	2.70805020110221	finance
4053336	Master Reporting Automation with Google Sheets	Learn How To to Build A Completely Automated Reporting Tool & Solve Any Business Modeling Task You Might Ever Experience	Finance & Accounting	Financial Modeling & Analysis	Google Sheets	English	6.5 hours	29.99	4.7219005	98	14.99	5533	5533	Mariel Aim	1	98	4.712041	https://www.udemy.com/course/advanced-google-sheets/	0.0	0.4031413612565445	0.671875	0.0	0.5396825396825397	0.3626640875916231	0.7615184268693124	3.530441254450261	0.7373856902122498	193.53333333333333	Mariel Aim	female	/home/xyubl/Downloads/video_661-740/4053336.mp4	1	0	20	2.995732273553991	finance
4081946	Accounting, Financial Accounting	Double Entry book-keeping simplified, also learn how to prepare Financial Statements	Finance & Accounting	Accounting & Bookkeeping	Financial Accounting	English	1.5 hours	19.99	4.0547924	109	14.99	14732	14732	Aymen M	1	109	4.0547924	https://www.udemy.com/course/learn-financial-accounting/	0.0								0.5889715552330017	404.23333333333335	Aymen M	female	/home/xyubl/Downloads/video_661-740/4081946.mp4	1	0	11	2.3978952727983707	finance
4095936	Blockchain For Finance: Using Blockchain & Smart Contracts	Emerging Blockchain & Smart Contract Applications Are Impacting The Financial Industry Today! Get Smart on Blockchain.	Finance & Accounting	Finance	Blockchain	English	2.5 hours	84.99	4.3929915	115	14.99	908	381970	Steve Ballinger, MBA	35	52075	4.46637239	https://www.udemy.com/course/blockchain-for-finance-blockchain-smart-contracts/	1.0	0.0685714285714285	0.1085714285714285	0.0171428571428571	0.08	0.2367558792933334	0.6789173258061542	2.511912937714287	0.7083538174629211	165.66666666666666	Steve Ballinger, MBA	male	/home/xyubl/Downloads/video_661-740/4095936.mp4	1	1	16	2.772588722239781	finance
4102310	Real Estate Institutional Investing and Fund Management	A comprehensive introductory course on institutional real estate investing and real estate portfolio management.	Finance & Accounting	Investing & Trading	Real Estate Investing	English	2.5 hours	84.99	4.4398723	104	14.99	6149	6149	Katya Nga Do	1	104	4.4803834	https://www.udemy.com/course/real-estate-institutional-investing/	0.0	0.5737704918032787	1.0	0.4	0.3	0.2632551273770492	0.4688444760760484	3.290274108196721	0.7228358387947083	168.76666666666668	Katya Nga Do	female	/home/xyubl/Downloads/video_661-740/4102310.mp4	1	0	14	2.6390573296152584	finance
4121782	SWIFT Message Types - MT and MX ISO 20022 - An Overview	Begin your Payments Domain journey with Basics of Payments, SWIFT MT/ MX Payment Message Flow with examples, SWIFT GPI	Finance & Accounting	Finance	Payments	English	2 hours	29.99	4.3619595	136	14.99	463	1452	Anwesha Sengupta, CITF, CAIIB	4	380	4.447413014	https://www.udemy.com/course/swift-message-types-in-banking/	0.0	0.0909090909090909	0.125	0.0	0.1428571428571428	0.0946334293636363	0.668638737654855	2.959247868181819	0.5624133944511414	108.63333333333334	Anwesha Sengupta, CITF, CAIIB	unknown	/home/xyubl/Downloads/video_661-740/4121782.mp4	1	1	19	2.9444389791664403	finance
4123160	Accounting, Bookkeeping & Financial Analysis (Accounting)	Accounting & Bookkeeping Basics. Accounting & Financial Analysis Concepts. Learn Accounting & Bookkeeping.	Finance & Accounting	Accounting & Bookkeeping	Accounting	English	3.5 hours	84.99	4.5774474	195	14.99	13154	79207	Calvin Lee, CPA, CA, MBA	11	2302	4.553575177	https://www.udemy.com/course/accountingcourse/	1.0	0.203076923076923	0.2385321100917431	0.1574074074074074	0.2129629629629629	0.5010465815938467	0.9484047739169268	3.096715023692308	0.8057262897491455	65.0	Calvin Lee, CPA, CA, MBA	male	/home/xyubl/Downloads/video_661-740/4123160.mp4	1	1	13	2.5649493574615367	finance
4141596	Cryptocurrency Binance Coinbase Trading Bots Passive Income	Crypto trading bots using Binance, Coinbase, Ftx, Bybit with zero experience needed, Bitcoin, Altcoins, NFT, & Ethereum.	Finance & Accounting	Cryptocurrency & Blockchain	Binance	English	1.5 hours	19.99	4.161383	82	14.99	6170	18678	RJ Austria	5	154	4.270658947	https://www.udemy.com/course/binance-trading-bots-earn-passive-income-while-sleeping/	0.0								0.6368719339370728	32.36666666666667	RJ Austria	unknown	/home/xyubl/Downloads/video_661-740/4141596.mp4	1	1	17	2.833213344056216	finance
4142896	NFT Crypto Master Class: Buy, Sell and Create NFTs	The NFT market is truly amazing! Learn how to get started with NFTs successfully! Know the NFT PROs and the CONs.	Finance & Accounting	Cryptocurrency & Blockchain	NFT (Non-Fungible Tokens)	English	4.5 hours	84.99	4.623924	145	14.99	1285	46880	Petko Zhivkov Aleksandrov	45	7481	4.552836776	https://www.udemy.com/course/nft-crypto-buy-sell-create/	1.0	0.023508137432188	0.029810298102981	0.040650406504065	0.0	0.4079069407685352	0.3495707475900895	2.5173708396925827	0.8291569352149963	281.1666666666667	Petko Zhivkov Aleksandrov	male	/home/xyubl/Downloads/video_661-740/4142896.mp4	1	1	21	3.044522437723423	finance
4149374	Cryptocurrency Trading for Beginners 2021 (CLICK-BY-CLICK)	Learn CLICK-BY-CLICK How to Do Cryptocurrency Trading Even as a Complete Beginner!	Finance & Accounting	Cryptocurrency & Blockchain	Cryptocurrency	English	3 hours	84.99	4.074505	106	14.99	20744	427646	Roope Kiuttu	17	8020	3.977059299	https://www.udemy.com/course/cryptocurrency-trading-course-for-beginners/	1.0	0.0388457269700332	0.0232558139534883	0.02	0.0733333333333333	0.6059236531187567	0.2490932155199988	3.0387128836847963	0.6835989356040955	190.53333333333333	Roope Kiuttu	male	/home/xyubl/Downloads/video_661-740/4149374.mp4	1	1	12	2.4849066497880004	finance
4195250	NFT Beginner Course - Create, Sell and Invest in NFTs Today	Master NFT (Non-Fungible Token) and Blockchain Fundamentals to Start Creating, Selling and Investing in NFTs Today!	Finance & Accounting	Cryptocurrency & Blockchain	NFT (Non-Fungible Tokens)	English	1.5 hours	24.99	4.1705666	95	14.99	9752	9752	Tim Julian Ivajn?i?	1	95	4.1770363	https://www.udemy.com/course/nft-course-2021-create-sell-or-invest-in-nfts-today/	1.0	0.1340694006309148	0.1320754716981132	0.0853080568720379	0.1848341232227488	0.4581133830646689	0.7765739790362914	2.798279158675077	0.7449728846549988	126.96666666666668	Tim Julian Ivajn?i?	male	/home/xyubl/Downloads/video_661-740/4195250.mp4	1	1	16	2.772588722239781	finance
4228602	Project Finance Fundamentals | Infrastructure & Energy	The A to Z Course to Getting Your Dream Job in Project Finance	Finance & Accounting	Finance	Finance Fundamentals	English	3 hours	84.99	4.5106244	110	14.99	17642	17663	AlgoLab Finance	1	110	4.511715	https://www.udemy.com/course/project-finance-fundamentals/	1.0	0.6727272727272727	0.4736842105263157	0.8888888888888888	0.6666666666666666	0.2967316416727273	0.9150120430547626	2.9411668563636364	0.7664493918418884	77.96666666666667	AlgoLab Finance	male	/home/xyubl/Downloads/video_661-740/4228602.mp4	1	1	13	2.5649493574615367	finance
4230404	Python for Finance and Algorithmic Trading with QuantConnect	Learn to use Python, Pandas, Matplotlib, and the QuantConnect Lean Engine to perform financial analysis and trading	Finance & Accounting	Investing & Trading	Python	English	21.5 hours	84.99	4.676777	315	14.99	5420	2532978	Jose Portilla	39	815956	4.611785797	https://www.udemy.com/course/python-for-finance-and-algorithmic-trading-with-quantconnect/	0.0	0.0126582278481012	0.0	0.0	0.0384615384615384	0.257172581392405	0.4603976591750077	2.753416994936708	0.7264005541801453	194.7333333333333	Jose Portilla	male	/home/xyubl/Downloads/video_661-740/4230404.mp4	1	1	17	2.833213344056216	finance
4231428	Financial Reporting & Analysis: Complete Preparation 2021	Learn to Read, Understand, and Analyse the Financial Statements of a Company	Finance & Accounting	Finance	Financial Analysis	English	11 hours	84.99	4.6535306	230	14.99	2367	1626269	365 Careers	77	480841	4.554101469	https://www.udemy.com/course/financial-reporting-analysis/	1.0	0.559748427672956	1.0	0.2264150943396226	0.4528301886792453	0.5360803765031444	0.2253263377217559	3.5113238610062885	0.7451792359352112	223.76666666666668	365 Careers	male	/home/xyubl/Downloads/video_661-740/4231428.mp4	1	1	12	2.4849066497880004	finance
19645	Pitch Yourself! Learn to Ignite Curiosity + Inspire Action.	"Learn to speak about your work with clarity, ease and authenticity. Never fear the question, ""What do you do?"" again!"	Personal Development	Influence	Personal Networking	English	1.5 hours	44.99	4.448529	3702	11.99	17905	141886	Alexa Fischer	13	35457	4.494911400647949	https://www.udemy.com/course/market-your-message-ignite-curiosity-inspire-action/	1.0	0.00418410041841	0.0125	0.0	0.0	0.4017479537866111	0.4468040831048877	3.3967754999999995	0.7286017537117004	87.83775	Alexa Fischer	female	/home/xyubl/Downloads/pd_201-300/19645.mp4	1	0	20	2.995732273553991	personal development
30203	Electronics S1W1: Basic Terminology and Schematic Symbols	Intro to Electronics: Learn about bonding, conductors, insulators, terminology & schematic symbols (Semester 1, Week 1)	Personal Development	Career Development	Electronics	English	3 hours	24.99	4.447764	330	9.99	1358	4506	Richard Vannoy II	7	1127	4.517913371794871	https://www.udemy.com/course/electronics-week-01/	0.0								0.7689678072929382	239.9333333333333	Richard Vannoy II	male	/home/xyubl/Downloads/pd_401-500/30203.mp4	1	1	16	2.772588722239781	personal development
33145	Speed Reading for Work and Leisure.	Speed Reading is a skill that can be learnt. Blast through books, documents and social media. Guaranteed 33% improvement	Personal Development	Memory & Study Skills	Speed Reading	English	2 hours	69.99	3.937628	296	9.99	16951	24818	Alex Garcez	4	488	4.071218166666666	https://www.udemy.com/course/speed-reading/	1.0	0.1582446808510638	0.2270916334661354	0.1593625498007968	0.088	0.4850395898736704	0.906043588932839	2.48594923351064	0.8987225294113159	163.68	Alex Garcez	male	/home/xyubl/Downloads/pd_501-600/33145.mp4	1	1	19	2.9444389791664403	personal development
36090	Cut the Time E-mail Steals from You by Half	The 7 Keys to E-mail Control gives you back your time and concentration	Personal Development	Other Personal Development	Email Productivity Hacks	English	1 hour	49.99	4.4435163	464	9.99	2363	10260	7 Keys Solutions	5	1834	4.301999315267175	https://www.udemy.com/course/7keys-to-e-mail-control/	1.0	0.0654121863799283	0.1129032258064516	0.0295698924731182	0.053763440860215	0.4931050170931906	0.8910245598393826	2.466283689784943	0.7962337136268616	218.46825	7 Keys Solutions	male	/home/xyubl/Downloads/pd_501-600/36090.mp4	1	1	13	2.5649493574615367	personal development
37868	Basic Speed Reading for IT Professionals	Develop your mind to think faster, get more focused and work smarter. I guarantee that you will read at least 33% faster	Personal Development	Memory & Study Skills	Speed Reading	English	2 hours	69.99	4.609195	103	9.99	11346	24818	Alex Garcez	4	488	4.071218166666666	https://www.udemy.com/course/programmer/											Alex Garcez	male		0	1	22	3.091042453358316	personal development
38034	Learning How to Learn From Video Courses	Stop watching online Courses like a movie, and start learning for real. It's possible.	Personal Development	Memory & Study Skills	Learning Strategies	English	3.5 hours	84.99	4.4635415	2285	9.99	8167	15535	Katya Seberson	4	2474	4.418342710059172	https://www.udemy.com/course/katyaseberson/	1.0	0.1838235294117647	0.1373626373626373	0.1933701657458563	0.2209944751381215	0.6851091536930153	0.4345564513727458	2.2833847775735303	0.740544855594635	105.57223890557223	Katya Seberson	female	/home/xyubl/Downloads/pd_601-700/38034.mp4	1	0	14	2.6390573296152584	personal development
47285	Mind Mapping Mastery –> Effective Mind Maps -> Step by Step	Mind Mapping - SMART Productivity and Memory Tool: Think Clearly, Organise, & Plan better; Study, Learn, & Recall Faster	Personal Development	Memory & Study Skills	Mind Mapping	English	7.5 hours	99.99	4.435002	3667	10.99	31667	42866	Barry Mapp	11	4405	4.398626918604651	https://www.udemy.com/course/the-secrets-of-effective-mind-mapping/	1.0	0.0	0.0	0.0	0.0	0.4449821208946606	0.6892772477614012	1.9765562481962489	0.6751007437705994	167.46666666666667	Barry Mapp	male	/home/xyubl/Downloads/pd_601-700/47285.mp4	1	1	19	2.9444389791664403	personal development
47929	How learning The 12 Universal Laws will change your life	Learn how universal laws are governing your life and how you can utilise this knowledge to improve your life.	Personal Development	Personal Transformation	Manifestation and Law of Attraction	English	4 hours	199.99	4.8132167	122	199.99	1634	1634	Camillo Loken	1	122	4.812778	https://www.udemy.com/course/universal-laws/	0.0	0.0	0.0	0.0	0.0	0.4646959043333334	0.3515193628471842	2.84322474	0.6374900937080383	88.2	Camillo Loken	male	/home/xyubl/Downloads/pd_601-700/47929.mp4	1	1	19	2.9444389791664403	personal development
48424	Your Job Search Is A Spiritual Journey	A holistic approach to finding your next job, doing your work and making your life more meaningful.	Personal Development	Career Development	Job Search	English	1.5 hours	19.99	3.9960752	121	9.99	7519	98264	Angela R Loeb	8	927	3.740747054285714	https://www.udemy.com/course/your-job-search/	1.0	0.174025974025974	0.1167315175097276	0.0778210116731517	0.328125	0.3918537258012986	0.5679118947187153	3.643261765194809	0.6182106137275696	149.98316666666668	Angela R Loeb	female	/home/xyubl/Downloads/pd_601-700/48424.mp4	1	0	17	2.833213344056216	personal development
52253	Building Sacred Relationships That Stand The Test of Time	In this course we examine divine relationships. Sacred sexuality, science and how to create & build real relationships.	Personal Development	Happiness	Relationship Building	English	3 hours	94.99	4.18453	161	10.99	1160	35837	Cha~zay Sandhriel Ph.D.	21	4214	4.599450465439094	https://www.udemy.com/course/relationships/	1.0	0.4320987654320987	0.0	0.8148148148148148	0.4814814814814814	0.3176378173654322	0.9372017218658142	2.840964061728394	0.7786626815795898	183.2333333333333	Cha~zay Sandhriel Ph.D.	female	/home/xyubl/Downloads/pd_601-700/52253.mp4	1	0	18	2.8903717578961645	personal development
62086	Electronics Engineering Technology Fundamentals-Updated-2020	Electronics circuits including: Direct current (DC), alternating current (AC), digital circuits (DigC), and solid state.	Personal Development	Career Development	Electrical Engineering	English	3 hours	19.99	4.050293	705	9.99	9275	47816	Dr. Oscar Rodriguez, DET	14	2654	3.91133621969697	https://www.udemy.com/course/electronics-engineering-technology-fundamentals/	0.0	0.0	0.0	0.0	0.0	0.4815443101639342	1.2544791577058427	2.410956388524591	0.6266202330589294	161.73333333333332	Dr. Oscar Rodriguez, DET	male	/home/xyubl/Downloads/pd_701-800/62086.mp4	1	1	15	2.70805020110221	personal development
63594	Predict Consumer Decisions with Choice-Based Conjoint	A course showing managers and researchers how to run Choice Based Conjoint experiments to predict people's decisions	Personal Development	Other Personal Development	Decision Making	English	4.5 hours	79.99	3.9151852	237	9.99	2188	2235	Luke Greenacre	1	237	3.9151852	https://www.udemy.com/course/learningcbc/	0.0								0.7695949077606201	101.0	Luke Greenacre	male	/home/xyubl/Downloads/pd_701-800/63594.mp4	1	1	17	2.833213344056216	personal development
66143	How to Brand Yourself and Your Business	Create a Unique and Compelling Brand That Sets You Apart from Everyone Else Who Does What You Do	Personal Development	Personal Brand Building	Business Branding	English	2 hours	94.99	4.4249105	482	10.99	4592	26616	Debbie LaChusa	17	4319	4.576749937198067	https://www.udemy.com/course/how-to-brand-yourself-and-your-business/	1.0	0.2195540308747856	0.2102564102564102	0.190721649484536	0.2577319587628865	0.4422858065283018	0.6809791811552509	2.64097245368782	0.6663094162940979	116.66666666666669	Debbie LaChusa	female	/home/xyubl/Downloads/pd_701-800/66143.mp4	1	0	18	2.8903717578961645	personal development
73210	Computer Organization and How to Organize Computer Files	Discover how to create Virtual Filing Cabinets and how to organize everything on your computer. Go Paperless today.	Personal Development	Other Personal Development	Computer Organization	English	2 hours	29.99	4.2474084	489	11.99	2150	2267	Burt Richard	2	515	4.153384695652174	https://www.udemy.com/course/computer-organization-and-how-to-organize-computer-files/	0.0	0.0	0.0	0.0	0.0	0.3240588320754717	1.3170950534432455	3.183193473584904	0.7529328465461731	96.7032967032967	Burt Richard	male	/home/xyubl/Downloads/pd_701-800/73210.mp4	1	1	18	2.8903717578961645	personal development
83470	SMART LEARNING -All About your Brain & Learning How to Learn	Find learning success with Learner strategies and Memory Secrets; + Mind Mapping, MindMaps, Neuroscience	Personal Development	Memory & Study Skills	Learning Strategies	English	3 hours	49.99	4.282495	143	9.99	3646	42872	Barry Mapp	11	4405	4.398626918604651	https://www.udemy.com/course/learning-success/	1.0	0.0795454545454545	0.0	0.1931818181818181	0.0454545454545454	0.3963187872954544	0.545252225914333	2.593058398106062	0.842322051525116	83.16666666666667	Barry Mapp	male	/home/xyubl/Downloads/pd_801-897/83470.mp4	1	1	14	2.6390573296152584	personal development
83594	Screenwriting: Creating the Bulletproof 1 Hour TV Pilot	Learn how to craft the professional television pilot from award-winning writer and producer Jeffrey Alan Schechter.	Personal Development	Creativity	Screenwriting	English	1.5 hours	34.99	4.370654	132	34.99	349	1088	Jeffrey Alan Schechter	2	306	4.4460058	https://www.udemy.com/course/bulletproof-tv-pilot/	0.0	0.0	0.0	0.0	0.0	0.658207110454545	1.2662662402171136	2.37801229375	0.7786540985107422	343.343	Jeffrey Alan Schechter	male	/home/xyubl/Downloads/pd_801-897/83594.mp4	1	1	16	2.772588722239781	personal development
85580	Mastering Your Resume Made Easy Training Tutorial	Land that perfect interview with a professional resume. Everything you need to know.	Personal Development	Career Development	Resume and CV Writing	English	1.5 hours	19.99	3.9973164	293	9.99	18837	289898	TeachUcomp, Inc.	87	22285	4.26144381523569	https://www.udemy.com/course/mastering-your-resume-made-easy-training-tutorial/	0.0	1.0	1.0	1.0	1.0	0.6442477974725274	0.0059306563548016	3.1663268824175725	0.6865133047103882	140.9	TeachUcomp, Inc.	female	/home/xyubl/Downloads/pd_801-897/85580.mp4	1	0	13	2.5649493574615367	personal development
89256	Time Management for Students, Be Organized Get Better Grades	Thousands of students have stopped wasting time and discovered how to balance time for school, family, friends, and fun.	Personal Development	Personal Productivity	Time Management	English	1 hour	79.99	4.3184366	156	9.99	11851	22236	Highwire Business Academy	8	443	4.082282678378378	https://www.udemy.com/course/study-skills-time-management-for-students/	0.0								0.7620877027511597	91.0	Highwire Business Academy	female	/home/xyubl/Downloads/pd_801-897/89256.mp4	1	0	19	2.9444389791664403	personal development
89412	Learn Time Management, Get Organized & Get Everything Done	Learn time management and super productivity. Transform yourself as a professional, business owner, executive & manager	Personal Development	Personal Productivity	Time Management	English	1 hour	84.99	4.4949484	167	9.99	13910	22236	Highwire Business Academy	8	443	4.082282678378378	https://www.udemy.com/course/productivity-mastery-professional/	0.0								0.7643255591392517	85.0	Highwire Business Academy	female	/home/xyubl/Downloads/pd_801-897/89412.mp4	1	0	16	2.772588722239781	personal development
89744	You're Hired: How to Get a Job in Product Management	Learn how to become a product manager at a hot tech startup	Personal Development	Career Development	Product Management	English	4 hours	84.99	3.8482766	128	9.99	3684	3684	Jason Shah	1	128	3.8493512	https://www.udemy.com/course/how-to-get-a-job-in-product-management/	1.0	0.0075187969924812	0.0225563909774436	0.0	0.0	0.4031822048897241	0.5257739989237417	2.484901768922305	0.6778989434242249	115.24	Jason Shah	male	/home/xyubl/Downloads/pd_801-897/89744.mp4	1	1	12	2.4849066497880004	personal development
92446	Calm Angry People Quickly	... gain peace and productivity.	Personal Development	Influence	Anger Management	English	1 hour	19.99	3.9324703	153	9.99	8248	29921	Dr. Richard Walters	4	1060	4.470522725	https://www.udemy.com/course/calm-angry-people-quickly/	1.0	0.0212244897959183	0.0464547677261613	0.0098039215686274	0.0073529411764705	0.4617404556653059	0.835566919967465	2.818447625306121	0.584320604801178	223.85696666666664	Dr. Richard Walters	male	/home/xyubl/Downloads/pd_801-897/92446.mp4	1	1	5	1.6094379124341005	personal development
109852	Redesign Your Career with a new Personal Business Model	Learn how to use design thinking and entrepreneurship principles to change how you work	Personal Development	Career Development	Career Change	English	4.5 hours	79.99	4.3387237	352	79.99	1414	1761	Tim Clark	4	415	4.18769405	https://www.udemy.com/course/redesign-your-career/	1.0	0.0481507327285415	0.0585774058577405	0.0104602510460251	0.0754716981132075	0.4216808139595258	0.6094245869616547	2.91453352323796	0.7318646311759949	432.6666666666667	Tim Clark	male	/home/xyubl/Downloads/pd_1-100/109852.mp4	1	1	14	2.6390573296152584	personal development
117100	Building Remarkable Willpower at Any Age	How I mastered self-discipline at 54 and how you can also.	Personal Development	Influence	Willpower	English	3 hours	49.99	4.370944	493	12.99	11967	11967	Dean Dwyer	1	493	4.3711762	https://www.udemy.com/course/building-incredible-willpower/	0.0	0.0	0.0	0.0	0.0	0.9439190989795918	0.0214048646266775	2.446031169387755	0.85136878490448	194.2333333333333	Dean Dwyer	male	/home/xyubl/Downloads/pd_1-100/117100.mp4	1	1	11	2.3978952727983707	personal development
117662	Sensory Explained Simply -- Early Childhood Edition.	Learn how to maximize your child's development and learning by understanding their sensory system. Infant through age 5.	Personal Development	Parenting & Relationships	Early Childhood Education	English	44 mins	29.99	3.9863343	150	9.99	603	603	Patricia H. Roberts	1	150	3.9863122	https://www.udemy.com/course/sensory-explained-simply/	1.0	0.0096952908587257	0.0082987551867219	0.0041493775933609	0.0166666666666666	0.4563439303878118	0.8504987468775922	2.1500231137119123	0.7930269837379456	129.69623333333334	Patricia H. Roberts	female	/home/xyubl/Downloads/pd_1-100/117662.mp4	1	0	18	2.8903717578961645	personal development
120600	Radiate Confidence: How to Create a 1000 Watt Presence	Helping you unlock your inner light, or presence, so you can easily, effortlessly connect with everyone you meet.	Personal Development	Influence	Confidence	English	5 hours	124.99	4.498124	12866	13.99	71846	141929	Alexa Fischer	13	35457	4.494911400647949	https://www.udemy.com/course/1000-watt-presence/	1.0	0.1922290388548057	0.2085889570552147	0.1779141104294478	0.1901840490797546	0.5555680578486705	0.4257693490103454	3.4465236141104283	0.7860922813415527	96.34625	Alexa Fischer	female	/home/xyubl/Downloads/pd_1-100/120600.mp4	1	0	18	2.8903717578961645	personal development
121950	The Science of Happiness: Hacks & Skills to Flourish	Five weeks to discover positive psychology - including the latest research and tools to living your most awesome life.	Personal Development	Happiness	Happiness	English	4 hours	94.99	3.810046	162	10.99	4834	4834	Stella Grizont	1	162	3.810046	https://www.udemy.com/course/scienceofhappiness/	1.0	0.064	0.048	0.008	0.136	0.4329524917546666	0.5783112470662666	2.750576372266667	0.6799087524414062	180.41666666666663	Stella Grizont	female	/home/xyubl/Downloads/pd_1-100/121950.mp4	1	0	19	2.9444389791664403	personal development
128544	The Enneagram: Nine Types In Depth	Learn this ancient and powerful tool for self-awareness and compassion. Discover which of the 9 types you have!	Personal Development	Personal Transformation	Enneagram	English	3.5 hours	29.99	4.804475	360	12.99	2061	2062	Tammy Hendrix, LCSW	1	360	4.804482	https://www.udemy.com/course/enneagram/	0.0	0.28125	0.4545454545454545	0.2727272727272727	0.1	0.5031172003125	0.54753995841631	2.691606068750001	0.8798342347145081	46.47976666666667	Tammy Hendrix, LCSW	female	/home/xyubl/Downloads/pd_1-100/128544.mp4	1	0	18	2.8903717578961645	personal development
135046	Micro Expressions Training & Body Language for Lie Detection	How To Detect Facial Expressions and Body Language to Increase your Emotional Intelligence with an average of 10%	Personal Development	Influence	Body Language	English	3 hours	44.99	4.524918	480	9.99	3894	23490	Patryk Wezowski & Kasia Wezowski	4	640	4.395436175471698	https://www.udemy.com/course/micro-expressions-training-body-language-lie-detection/	1.0	0.0118577075098814	0.0235294117647058	0.0119047619047619	0.0	0.584044917075099	0.4251236869107012	2.956008275494072	0.7627312541007996	156.23333333333332	Patryk Wezowski & Kasia Wezowski	male	/home/xyubl/Downloads/pd_101-200/135046.mp4	1	1	18	2.8903717578961645	personal development
140786	Face Reading	Understand how other people think, and why they behave the way they do, without taking it personally. Communicate better	Personal Development	Other Personal Development	Face Reading	English	2 hours	109.99	4.7033873	213	11.99	3387	9019	Joy Phoenix	3	278	4.6956631	https://www.udemy.com/course/facereading/	1.0	0.0079681274900398	0.0	0.0239043824701195	0.0	0.6344069226626828	0.5864939830261194	2.727555780610893	0.8836356401443481	128.128	Joy Phoenix	female	/home/xyubl/Downloads/pd_101-200/140786.mp4	1	0	19	2.9444389791664403	personal development
148928	How to Detect Deception: Secrets of Human Lie Detectors	Former Top Mentalist in North America explains the secrets of expert lie detection through body language and linguistics	Personal Development	Other Personal Development	Lie Detection	English	1.5 hours	34.99	4.5068655	112	9.99	679	1533	Tim David	1	112	4.5057526	https://www.udemy.com/course/detect-deception/	1.0	0.172077922077922	0.203883495145631	0.145631067961165	0.1666666666666666	0.3331338596331165	0.3882806135727192	3.1935064029220768	0.7317684292793274	65.1651	Tim David	male	/home/xyubl/Downloads/pd_101-200/148928.mp4	1	1	18	2.8903717578961645	personal development
153034	Escape Perfectionism, Gain Excellence.	Help for perfectionists and those who live with them.	Personal Development	Other Personal Development	Personal Development	English	1 hour	24.99	4.5964055	108	9.99	6377	29921	Dr. Richard Walters	4	1060	4.470522725	https://www.udemy.com/course/escape-perfectionism-gain-excellence/	1.0	0.1228641171684296	0.2073170731707317	0.1073170731707317	0.0537897310513447	0.5717118162701398	0.5181152820830726	2.732794543856794	0.8611154556274414	214.9147	Dr. Richard Walters	male	/home/xyubl/Downloads/pd_101-200/153034.mp4	1	1	9	2.19722457733622	personal development
